Poisson lognormal,3,100,2.3,0.7,10000,0.8933,0.8842,0.947,0.9389
Poisson lognormal,3,1000,-3,3,10000,0.6195,0.9598,0.9994,0.1372
Poisson lognormal,3,1000,0.1,2.2,10000,0.8732,0.9626,0.9846,0.1395
Poisson lognormal,3,1000,2.3,0.7,10000,0.8912,0.9032,0.9602,0.8328
Poisson lognormal,5,30,-3,3,10000,0.6236,0.571480894,0.969346124,1
Poisson lognormal,5,30,0.1,2.2,10000,0.9031,0.943398158,0.9495,0.9013
Poisson lognormal,5,30,2.3,0.7,10000,0.9014,0.876801153,0.9329,0.9097
Poisson lognormal,5,100,-3,3,10000,0.6437,0.903419644,0.99959984,0.988495398
Poisson lognormal,5,100,0.1,2.2,10000,0.8857,0.95449545,0.9751,0.4438
Poisson lognormal,5,100,2.3,0.7,10000,0.9028,0.899879976,0.9566,0.8215
Poisson lognormal,5,1000,-3,3,10000,0.6012,0.95381687,1,0.0004
Poisson lognormal,5,1000,0.1,2.2,10000,0.8693,0.9581,0.9913,0
Poisson lognormal,5,1000,2.3,0.7,10000,0.8966,0.9123,0.9702,0.1101
Poisson inverse Gaussian,1,30,-3,3,10000,0.9437,0.943556976,0.9948,0.717
Poisson inverse Gaussian,1,30,0.1,2.2,10000,0.9017,0.925660682,0.9273,0.6548
Poisson inverse Gaussian,1,30,2.3,0.7,10000,0.8983,0.857566766,0.9121,0.6543
Poisson inverse Gaussian,1,100,-3,3,10000,0.9346,0.982646203,0.9995,0.6487
Poisson inverse Gaussian,1,100,0.1,2.2,10000,0.8991,0.9539,0.946,0.6072
Poisson inverse Gaussian,1,100,2.3,0.7,10000,0.9012,0.8916,0.941,0.5984
Poisson inverse Gaussian,1,1000,-3,3,10000,0.9096,0.9908,0.9998,0.5703
Poisson inverse Gaussian,1,1000,0.1,2.2,10000,0.9016,0.9673,0.9644,0.5516
Poisson inverse Gaussian,1,1000,2.3,0.7,10000,0.903,0.9116,0.9539,0.5418
Poisson inverse Gaussian,2,30,-3,3,10000,0.5206,0.888148996,0.95075568,0.994094685
Poisson inverse Gaussian,2,30,0.1,2.2,10000,0.8334,0.903913875,0.9003,0.9876
Poisson inverse Gaussian,2,30,2.3,0.7,10000,0.8821,0.861461726,0.9144,0.9866
Poisson inverse Gaussian,2,100,-3,3,10000,0.4191,0.952918641,0.949,0.9895
Poisson inverse Gaussian,2,100,0.1,2.2,10000,0.7961,0.9287,0.9417,0.9849
Poisson inverse Gaussian,2,100,2.3,0.7,10000,0.8747,0.8887,0.9449,0.9807
Poisson inverse Gaussian,2,1000,-3,3,10000,0.3427,0.8804,0.966,0.8249
Poisson inverse Gaussian,2,1000,0.1,2.2,10000,0.7608,0.935,0.9691,0.8826
Poisson inverse Gaussian,2,1000,2.3,0.7,10000,0.8677,0.9039,0.9608,0.9418
Poisson inverse Gaussian,3,30,-3,3,10000,0.3285,0.86885591,0.90078172,0.998596913
Poisson inverse Gaussian,3,30,0.1,2.2,10000,0.746,0.88250679,0.8676,0.9927
Poisson inverse Gaussian,3,30,2.3,0.7,10000,0.8469,0.851340374,0.9044,0.9902
Poisson inverse Gaussian,3,100,-3,3,10000,0.2859,0.948668033,0.8871,0.9641
Poisson inverse Gaussian,3,100,0.1,2.2,10000,0.6901,0.8896,0.9213,0.8892
Poisson inverse Gaussian,3,100,2.3,0.7,10000,0.836,0.8787,0.9403,0.9347
Poisson inverse Gaussian,3,1000,-3,3,10000,0.2314,0.8449,0.9409,0.5962
Poisson inverse Gaussian,3,1000,0.1,2.2,10000,0.6347,0.9215,0.9688,0.5693
Poisson inverse Gaussian,3,1000,2.3,0.7,10000,0.8285,0.905,0.9683,0.8688
Poisson inverse Gaussian,5,30,-3,3,10000,0.2013,0.822160249,0.836352657,0.998590982
Poisson inverse Gaussian,5,30,0.1,2.2,10000,0.6176,0.847806445,0.8162,0.8346
Poisson inverse Gaussian,5,30,2.3,0.7,10000,0.7971,0.839509923,0.8804,0.8918
Poisson inverse Gaussian,5,100,-3,3,10000,0.1844,0.95641053,0.8156,0.7852
Poisson inverse Gaussian,5,100,0.1,2.2,10000,0.5453,0.8347,0.8987,0.7284
Poisson inverse Gaussian,5,100,2.3,0.7,10000,0.7652,0.8568,0.9293,0.8586
Poisson inverse Gaussian,5,1000,-3,3,10000,0.1639,0.8023,0.9028,0.3329
Poisson inverse Gaussian,5,1000,0.1,2.2,10000,0.4934,0.8869,0.9586,0.093
Poisson inverse Gaussian,5,1000,2.3,0.7,10000,0.7415,0.8899,0.9661,0.4948
